frame,total_ms,event_ms,render_ms,swap_ms,gpu_ms,estimated_ticks,jit_runs,svc_calls,import_calls,jni_calls,gl_calls,draw_calls,draw_vertices,buffer_upload_bytes,texture_upload_bytes,allocation_calls,free_calls,reallocation_calls,live_heap_bytes,scene_hint,top_imports,top_gl
183,16.7587,0.0077,3.6509,13.0980,0.2580,617472,603,603,602,0,429,56,1092,0,0,0,0,0,34263728,,,
184,16.6363,0.0103,4.5571,12.0663,0.2570,617472,603,603,602,0,429,56,1092,0,0,0,0,0,34263728,,,
185,16.1554,0.0104,4.6423,11.4997,0.2570,617472,603,603,602,0,429,56,1092,0,0,0,0,0,34263728,,,
186,30.7858,29.6961,1.0586,0.0205,0.3594,830464,811,811,5368,0,482,57,1092,4104,46600,824,493,9,34318224,,memcpy:1189|memcmp:1100|malloc:750|strlen:558|free:487|memchr:230|glVertexAttribPointer:170|fread:154|memset:115|glBindBuffer:104,glVertexAttribPointer:170|glBindBuffer:104|glUniformMatrix4fv:56|glDrawArrays:35|glActiveTexture:32|glBindTexture:32|glDrawElements:22|glBufferData:8
187,2.3563,0.0393,0.9646,1.3446,0.3420,650240,635,635,634,0,440,57,1092,0,0,0,0,0,34318224,,,
188,17.2167,0.0012,0.6855,16.5296,0.3482,650240,635,635,634,0,440,57,1092,0,0,0,0,0,34318224,,,
189,16.0669,0.0015,0.7382,15.3265,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
190,17.1873,0.0014,0.8694,16.3160,0.3471,650240,635,635,634,0,440,57,1092,0,0,0,0,0,34318224,,,
191,16.8980,0.0019,1.0260,15.8693,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
192,16.0644,0.0029,1.6498,14.4108,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
193,17.8656,0.0040,2.3691,15.4912,0.3482,650240,635,635,634,0,440,57,1092,0,0,0,0,0,34318224,,,
194,15.4835,0.0041,2.2743,13.2037,0.3482,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
195,16.7963,0.0047,2.3512,14.4390,0.3482,650240,635,635,634,0,440,57,1092,0,0,0,0,0,34318224,,,
196,16.7417,0.0071,3.4566,13.2759,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
197,16.7130,0.0076,3.5899,13.1133,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
198,16.5610,0.0080,3.5074,13.0434,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
199,16.6951,0.0091,4.4493,12.2343,0.3471,650240,635,635,634,0,440,57,1092,0,0,0,0,0,34318224,,,
200,16.7150,0.0088,3.7233,12.9803,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
201,16.4635,0.0090,3.6869,12.7654,0.3492,651264,636,636,635,0,440,57,1092,0,0,0,0,0,34318224,,,
202,16.6528,0.0080,3.6047,13.0377,0.3482,650240,635,635,634,0,440,57,1092,0,0,0,0,0,34318224,,,
203,17.0203,0.0086,2.4531,14.5563,0.5274,222208,217,217,216,0,120,15,84,1344,0,0,0,0,34318224,,,
204,16.2982,0.0106,1.7042,14.5804,0.3881,192512,188,188,187,0,118,15,84,0,0,0,0,0,34318224,,,
205,16.7952,0.0102,2.1891,14.5930,0.3881,191488,187,187,186,0,118,15,84,0,0,0,0,0,34318224,,,
206,16.4777,0.0106,2.4442,14.0202,0.3871,192512,188,188,187,0,118,15,84,0,0,0,0,0,34318224,,,
207,16.6243,0.0107,2.2128,14.3982,0.3871,191488,187,187,186,0,118,15,84,0,0,0,0,0,34318224,,,
208,16.3410,0.0104,2.4002,13.9276,0.3881,192512,188,188,187,0,118,15,84,0,0,0,0,0,34318224,,,
209,16.9499,0.0036,0.7020,16.2432,0.3871,191488,187,187,186,0,118,15,84,0,0,0,0,0,34318224,,,
210,16.7472,0.0079,1.7370,15.0001,0.3871,192512,188,188,187,0,118,15,84,0,0,0,0,0,34318224,,,
211,16.6390,0.0106,1.9808,14.6446,0.3871,192512,188,188,187,0,118,15,84,0,0,0,0,0,34318224,,,
212,16.6072,0.0109,3.6018,12.9916,0.3881,194560,190,190,189,0,118,15,84,0,0,0,1,0,34318144,,,
213,16.4319,0.0106,2.1484,14.2701,0.3881,184320,180,180,179,0,118,15,84,0,0,0,0,0,34318144,,,
214,16.6916,0.0105,2.3283,14.3500,0.3871,185344,181,181,180,0,118,15,84,0,0,0,0,0,34318144,,,
215,16.9025,0.0103,2.3186,14.5709,0.3881,185344,181,181,180,0,118,15,84,0,0,0,0,0,34318144,,,
216,16.7250,0.0108,2.3366,14.3744,0.3881,185344,181,181,180,0,118,15,84,0,0,0,0,0,34318144,,,
217,16.3963,0.0106,2.3513,14.0313,0.3871,185344,181,181,180,0,118,15,84,0,0,0,0,0,34318144,,,
218,16.5338,0.0109,2.5481,13.9720,0.3850,205824,201,201,200,0,118,15,84,0,0,5,10,0,34317792,,,
219,16.8530,0.0108,4.0456,12.7939,0.2949,322560,315,315,314,0,110,14,84,0,0,0,34,0,34315344,,,
220,16.5218,0.0105,2.0122,14.4964,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
221,16.5516,0.0103,1.8879,14.6506,0.2949,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
222,16.7703,0.0102,2.0258,14.7317,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
223,16.4438,0.0107,3.7487,12.6814,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
224,16.6087,0.0104,1.9088,14.6866,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
225,16.6696,0.0105,2.1063,14.5500,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
226,16.6175,0.0101,2.0956,14.5090,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
227,16.6104,0.0105,1.9047,14.6923,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
228,16.7314,0.0104,2.1199,14.5983,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
229,16.8313,0.0105,3.4790,13.3389,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
230,16.5860,0.0108,1.5436,15.0287,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
231,16.5191,0.0107,1.9249,14.5806,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
232,16.8255,0.0107,2.4058,14.4062,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
233,16.4640,0.0194,2.5393,13.9023,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
234,16.6618,0.0081,1.3763,15.2752,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
235,16.5047,0.0104,2.4870,14.0044,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
236,16.6257,0.0106,1.9006,14.7115,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
237,16.6507,0.0105,2.3037,14.3336,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
238,16.6291,0.0104,2.5109,14.1049,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
239,16.4049,0.0107,2.1078,14.2835,1.9958,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
240,16.5471,0.0057,1.0269,15.5125,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
241,16.5959,0.0017,0.2274,16.3656,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
242,16.9000,0.0029,0.7220,16.1742,2.0367,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
243,16.8827,0.0063,1.3183,15.5564,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
244,16.5940,0.0109,2.1101,14.4702,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
245,16.7793,0.0107,1.9224,14.8434,0.2949,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
246,16.0176,0.0081,1.5143,14.4928,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
247,16.6518,0.0018,0.2609,16.3878,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
248,17.0317,0.0019,0.4845,16.5442,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
249,16.6526,0.0042,0.2820,16.3654,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
250,16.2876,0.0019,0.2392,16.0456,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
251,16.5793,0.0023,0.2809,16.2951,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
252,17.5002,0.0020,0.3282,17.1694,0.3297,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
253,17.1299,0.0033,0.6578,16.4679,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
254,16.7240,0.0044,0.8809,15.8374,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
255,15.5191,0.0056,0.9961,14.5158,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
256,16.9416,0.0076,1.4332,15.4988,0.2929,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
257,16.5367,0.0106,2.1156,14.4078,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
258,16.6870,0.0112,2.1188,14.5542,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
259,16.4756,0.0107,2.1064,14.3556,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
260,16.6449,0.0102,1.8258,14.8059,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
261,16.7170,1.2621,1.2558,14.1971,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
262,16.6000,0.0107,1.6806,14.9060,0.2929,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
263,16.9296,0.0102,2.1311,14.7856,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
264,16.1642,0.0105,1.4900,14.6608,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
265,16.6188,0.0102,1.9256,14.6802,0.2949,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
266,16.6444,0.0101,2.1210,14.5102,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
267,16.7437,0.0106,2.1106,14.6195,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
268,16.5986,0.0105,2.1262,14.4590,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
269,16.7767,0.0103,1.9016,14.8622,0.2949,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
270,16.4519,0.0106,2.1135,14.3251,1.8463,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
271,16.2206,0.0106,1.4707,14.7365,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
272,16.7605,0.0016,0.2872,16.4710,0.2918,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
273,17.0333,0.0042,0.8228,16.2050,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
274,16.6217,0.0103,2.1118,14.4968,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
275,16.6326,0.0105,1.9198,14.6994,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
276,16.3308,0.0104,1.9684,14.3491,0.3379,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
277,16.9085,0.0070,1.1012,15.7982,1.8115,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
278,16.8765,0.0104,2.9255,13.9376,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
279,16.4378,0.0103,1.6623,14.7622,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
280,16.6085,0.0107,1.9083,14.6869,0.2949,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
281,16.7876,0.0106,2.1358,14.6382,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
282,16.6848,0.0106,2.1267,14.5444,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
283,16.4411,0.0098,2.1008,14.3276,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
284,16.6084,0.0109,1.8824,14.7124,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
285,16.6403,0.0110,2.0583,14.5684,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
286,16.6175,0.0108,1.8441,14.7600,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
287,16.5330,0.0103,1.8992,14.6207,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
288,16.6150,0.0104,1.9525,14.6493,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
289,16.6613,0.0109,1.8856,14.7620,0.2949,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
290,16.6688,0.0100,2.1491,14.5069,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
291,16.6370,0.0103,1.9147,14.7092,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
292,16.7568,0.0107,1.9087,14.8344,1.7940,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
293,16.6392,0.0109,3.3536,13.2720,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
294,16.5597,0.0103,2.1527,14.3941,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
295,16.7511,0.0084,1.2901,15.4502,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
296,16.5670,0.0107,2.1083,14.4450,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
297,16.6025,0.0105,1.8851,14.7042,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
298,16.6316,0.0106,2.1096,14.5087,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
299,16.5383,0.0105,2.1479,14.3770,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
300,16.6517,0.0106,1.8983,14.7401,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
301,16.6872,0.0105,2.0744,14.5995,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
302,16.6300,0.0109,1.9294,14.6869,0.2970,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
303,16.4779,0.0109,1.7986,14.6656,0.2949,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
304,16.7588,0.0102,2.1324,14.6134,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
305,16.3041,0.0105,2.1304,14.1605,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
306,16.7423,0.0038,0.5424,16.1949,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
307,16.9619,0.0079,1.3740,15.5778,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
308,16.9213,0.0110,2.0971,14.8101,0.2929,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
309,16.2884,0.0104,2.3227,13.9524,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
310,16.6389,0.0191,1.3537,15.2639,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
311,16.6244,0.0080,1.5413,15.0729,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
312,16.6599,0.0107,2.3137,14.3328,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
313,16.6376,0.0104,2.7061,13.9184,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
314,16.6193,0.0110,2.3002,14.3053,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
315,16.6002,0.0107,1.9914,14.5954,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
316,16.5449,0.0081,1.5352,14.9994,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
317,16.7628,0.0070,1.2001,15.5536,0.2918,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
318,16.8794,0.0107,1.6157,15.2501,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
319,15.9492,0.0106,2.1999,13.6601,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
320,16.6319,0.0022,0.2294,16.3991,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
321,16.8763,0.0013,0.2692,16.6052,0.2929,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
322,16.6486,0.0040,0.8543,15.7889,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
323,17.0110,0.0060,1.3922,15.6110,2.3112,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
324,16.3117,0.0069,1.7229,14.5799,2.0429,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
325,16.7557,0.0066,1.0085,15.7389,0.2939,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
326,16.7561,0.0079,1.4956,15.2506,0.2939,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
327,16.5193,0.0105,1.7310,14.7750,0.2949,162816,159,159,158,0,109,14,84,0,0,0,0,0,34315344,,,
328,16.6183,0.0105,1.8971,14.7079,2.3429,161792,158,158,157,0,109,14,84,0,0,0,0,0,34315344,,,
329,16.5916,5.4484,0.9150,10.2262,2.2723,365568,357,357,390,0,117,15,84,0,0,43,5,0,34318176,,,
330,16.7972,0.2678,2.3214,14.2054,0.3840,186368,182,182,181,0,118,15,84,0,0,0,0,0,34318176,,,
331,16.6242,0.0103,2.2743,14.3367,0.3881,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
332,16.2111,0.0101,2.1780,14.0204,0.3881,186368,182,182,181,0,118,15,84,0,0,0,0,0,34318176,,,
333,16.6589,0.0021,0.3810,16.2749,0.3860,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
334,16.9850,0.0036,0.8580,16.1223,0.3881,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
335,16.8706,0.0076,1.7181,15.1428,2.6696,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
336,16.5577,0.0103,2.3933,14.1512,0.3871,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
337,16.6435,0.3288,1.6211,14.6908,0.3871,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
338,16.4069,0.0098,1.7456,14.6487,2.0879,186368,182,182,181,0,118,15,84,0,0,0,0,0,34318176,,,
339,16.6310,0.0070,1.5206,15.1013,2.1658,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
340,16.7253,0.0078,1.3958,15.3192,0.3871,186368,182,182,181,0,118,15,84,0,0,0,0,0,34318176,,,
341,16.4874,0.0102,2.0725,14.4019,0.3881,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
342,16.9231,0.0078,1.5666,15.3464,0.3871,186368,182,182,181,0,118,15,84,0,0,0,0,0,34318176,,,
343,16.5160,0.0105,2.3935,14.1093,0.3871,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
344,11.7579,0.0112,1.6402,10.1038,0.3871,187392,183,183,182,0,118,15,84,0,0,0,0,0,34318176,,,
345,16.7529,0.0058,1.1470,15.5984,0.3871,186368,182,182,181,0,118,15,84,0,0,0,0,0,34318176,,,
346,16.6699,0.0076,3.5035,13.1566,0.3983,657408,642,642,641,0,440,57,1092,0,0,0,0,0,34318176,,,
347,17.0272,0.0102,4.2497,12.7644,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
348,16.3058,0.0099,4.6082,11.6847,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
349,16.6652,0.0098,4.9828,11.6694,0.3461,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34318176,,,
350,16.5203,0.0100,4.7603,11.7471,2.1709,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
351,16.4903,1.7443,3.0923,11.6513,2.0756,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
352,16.5409,3.1738,2.1496,11.2161,0.3482,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
353,16.5220,1.2625,1.6225,13.6358,0.3502,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34318176,,,
354,16.8100,0.0491,2.4602,14.2994,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
355,16.7008,1.1061,2.5315,13.0614,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
356,16.5294,3.0539,2.2492,11.2245,0.3543,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
357,16.6664,1.0461,2.2744,13.3442,0.3482,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34318176,,,
358,16.3682,1.8028,2.1480,12.4158,0.3471,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
359,16.7533,0.8921,0.6725,15.1879,0.3492,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34318176,,,
360,16.6729,0.5652,0.7136,15.3932,0.3420,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34318176,,,
361,16.9059,0.8020,1.1730,14.9280,0.3420,661504,646,646,645,0,440,57,1092,0,0,4,10,0,34317664,,,
362,16.5486,1.0712,4.4806,10.9955,0.2570,1105920,1080,1080,1079,0,437,56,1092,0,0,0,305,0,34265344,,,
363,16.5916,3.2104,1.7347,11.6452,0.2580,617472,603,603,602,0,429,56,1092,0,0,0,0,0,34265344,,,
364,16.8254,0.0509,1.9188,14.8550,0.2580,616448,602,602,601,0,429,56,1092,0,0,0,0,0,34265344,,,
365,16.5481,1.1689,2.3049,13.0728,0.2570,617472,603,603,602,0,429,56,1092,0,0,0,0,0,34265344,,,
366,16.5312,3.4263,1.8669,11.2365,0.2570,617472,603,603,602,0,429,56,1092,0,0,0,0,0,34265344,,,
367,16.8691,0.0397,1.5289,15.2998,0.2550,616448,602,602,601,0,429,56,1092,0,0,0,0,0,34265344,,,
368,16.5776,2.2397,2.0362,12.3001,0.2580,617472,603,603,602,0,429,56,1092,0,0,0,0,0,34265344,,,
369,17.1125,0.1004,2.8648,14.1460,2.7320,616448,602,602,601,0,429,56,1092,0,0,0,0,0,34265344,,,
370,16.2047,3.7685,4.1936,8.2405,0.3430,721920,705,705,728,0,436,57,1092,0,0,30,5,0,34267728,,,
371,16.8679,0.0066,3.0933,13.7661,2.3388,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34267728,,,
372,16.5027,0.0102,4.4391,12.0502,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
373,16.4651,0.0085,3.9455,12.5088,0.3492,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34267728,,,
374,16.7068,0.0056,2.7023,13.9972,2.1371,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
375,16.8372,0.0067,3.3581,13.4706,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
376,16.7245,0.0101,5.1091,11.6023,0.3471,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
377,16.7214,0.0100,5.1612,11.5472,2.5723,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
378,16.5255,0.0103,4.8197,11.6927,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
379,16.6362,0.3273,4.6193,11.6861,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
380,16.4708,0.0099,4.4510,12.0068,0.3482,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34267728,,,
381,16.7210,0.0065,4.1784,12.5339,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
382,16.6609,0.0100,5.0637,11.5842,2.7535,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
383,16.7594,0.0063,4.3501,12.4008,2.7095,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34267728,,,
384,16.4374,2.0055,4.6274,9.8016,0.3492,644096,629,629,628,0,440,57,1092,0,0,0,0,0,34267728,,,
385,16.6600,1.5489,3.9112,11.1974,0.3482,643072,628,628,627,0,440,57,1092,0,0,0,0,0,34267728,,,
386,16.6797,1.4250,2.9009,12.3511,0.7168,288768,282,282,281,0,143,24,12,0,0,12,12,0,34267728,,,
387,16.8833,1.6009,2.4303,12.8497,0.3205,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
388,16.4898,1.7510,2.6857,12.0497,2.8129,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
389,16.5031,1.9009,3.0408,11.5578,0.2826,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
390,16.7956,4.6354,1.8693,10.2880,0.3174,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
391,16.5168,1.1883,1.9227,13.4030,0.2836,237568,232,232,231,0,143,24,12,0,0,0,0,0,34267728,,,
392,16.3913,3.8473,1.5668,10.9748,2.1187,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
393,16.3554,2.2628,1.0471,13.0436,0.3297,237568,232,232,231,0,143,24,12,0,0,0,0,0,34267728,,,
394,16.7442,0.1257,0.3391,16.2784,0.2836,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
395,16.8883,0.7314,0.7227,15.4330,0.3164,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
396,16.5250,2.8849,1.4937,12.1442,2.3306,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
397,16.7926,0.1180,1.3747,15.2978,1.9599,237568,232,232,231,0,143,24,12,0,0,0,0,0,34267728,,,
398,16.6014,2.1728,1.0375,13.3895,0.2826,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
399,17.0442,0.1242,1.5472,15.3713,0.3348,237568,232,232,231,0,143,24,12,0,0,0,0,0,34267728,,,
400,16.4824,1.6419,1.8275,13.0108,0.2816,238592,233,233,232,0,143,24,12,0,0,0,0,0,34267728,,,
401,16.5821,1.4526,2.0773,13.0498,2.2026,257024,251,251,250,0,143,24,12,0,0,4,12,0,34266784,,,
402,16.2133,1.5756,8.6632,5.9719,0.1946,1822720,1780,1780,1779,0,159,23,12,0,0,0,1183,0,34063904,,,
403,17.0058,0.7746,0.6373,15.5926,0.1884,210944,206,206,205,0,132,23,12,0,0,0,0,0,34063904,,,
404,16.2764,0.0092,1.8347,14.4300,0.1905,211968,207,207,206,0,132,23,12,0,0,0,0,0,34063904,,,
405,17.1676,0.0012,1.0051,16.1607,0.1894,210944,206,206,205,0,132,23,12,0,0,0,0,0,34063904,,,
